wall_time_iso,elapsed_s,phase,mq2_raw,mq135_raw,ultrasonic_cm,raw_line
2026-03-30T19:14:51.848544+00:00,105.767,residual_after_removal,241,691,15,"s,241,691,0,15"
2026-03-30T19:14:52.098701+00:00,106.017,residual_after_removal,242,692,14,"s,242,692,0,14"
2026-03-30T19:14:52.349079+00:00,106.268,residual_after_removal,242,693,15,"s,242,693,0,15"
2026-03-30T19:14:52.599178+00:00,106.518,residual_after_removal,242,694,14,"s,242,694,0,14"
2026-03-30T19:14:52.849553+00:00,106.768,residual_after_removal,242,695,14,"s,242,695,0,14"
2026-03-30T19:14:53.099832+00:00,107.019,residual_after_removal,243,696,14,"s,243,696,0,14"
2026-03-30T19:14:53.350148+00:00,107.269,residual_after_removal,243,697,14,"s,243,697,0,14"
2026-03-30T19:14:53.600347+00:00,107.519,residual_after_removal,243,697,14,"s,243,697,0,14"
2026-03-30T19:14:53.850715+00:00,107.769,residual_after_removal,242,698,14,"s,242,698,0,14"
2026-03-30T19:14:54.101064+00:00,108.020,residual_after_removal,242,700,14,"s,242,700,0,14"
2026-03-30T19:14:54.351414+00:00,108.270,residual_after_removal,241,701,14,"s,241,701,0,14"
2026-03-30T19:14:54.601581+00:00,108.520,residual_after_removal,241,703,14,"s,241,703,0,14"
2026-03-30T19:14:54.851895+00:00,108.771,residual_after_removal,240,704,14,"s,240,704,0,14"
2026-03-30T19:14:55.102329+00:00,109.021,residual_after_removal,240,705,14,"s,240,705,0,14"
2026-03-30T19:14:55.352365+00:00,109.271,residual_after_removal,239,706,14,"s,239,706,0,14"
2026-03-30T19:14:55.602727+00:00,109.521,residual_after_removal,239,706,14,"s,239,706,0,14"
2026-03-30T19:14:55.853009+00:00,109.772,residual_after_removal,238,705,14,"s,238,705,0,14"
2026-03-30T19:14:56.103361+00:00,110.022,residual_after_removal,237,704,14,"s,237,704,0,14"
2026-03-30T19:14:56.353540+00:00,110.272,residual_after_removal,237,704,14,"s,237,704,0,14"
2026-03-30T19:14:56.604034+00:00,110.523,residual_after_removal,236,705,14,"s,236,705,0,14"
2026-03-30T19:14:56.854105+00:00,110.773,residual_after_removal,236,706,14,"s,236,706,0,14"
2026-03-30T19:14:57.104329+00:00,111.023,residual_after_removal,235,707,14,"s,235,707,0,14"
2026-03-30T19:14:57.354773+00:00,111.273,residual_after_removal,235,707,14,"s,235,707,0,14"
2026-03-30T19:14:57.604864+00:00,111.524,residual_after_removal,235,704,14,"s,235,704,0,14"
2026-03-30T19:14:57.855114+00:00,111.774,residual_after_removal,235,702,14,"s,235,702,0,14"
2026-03-30T19:14:58.105382+00:00,112.024,residual_after_removal,236,700,14,"s,236,700,0,14"
2026-03-30T19:14:58.355673+00:00,112.275,residual_after_removal,236,699,14,"s,236,699,0,14"
2026-03-30T19:14:58.606249+00:00,112.525,residual_after_removal,235,698,14,"s,235,698,0,14"
