sub_exp,trial,trail_type,dist_m,lateral_dev_m,modality,snr_db,trail_lost_all_four,elapsed_s,led_pwm,s0,s1,s2,s3,gas_adc,ambient_pct,switchover_latency_s,continued_following_or_trail_any
A_straight,1,straight,0.0,0.0001,optical,46.51,False,0.02,,2576.3,2597.9,2602.1,2582.6,0.0,0.0,,
A_straight,1,straight,0.1,0.0,optical,47.07,False,2.04,,2618.9,2597.9,2602.1,2620.6,0.0,0.0,,
A_straight,1,straight,0.2,0.0001,optical,47.89,False,3.34,,2621.1,2597.9,2602.1,2612.9,0.0,0.0,,
A_straight,1,straight,0.3,0.0004,optical,43.85,False,4.42,,2605.9,2597.9,2602.1,2634.8,0.0,0.0,,
A_straight,1,straight,0.4,0.0008,optical,40.88,False,5.49,,2580.0,2597.9,2602.1,2636.3,0.0,0.0,,
A_straight,1,straight,0.5,0.0008,optical,41.01,False,6.57,,2562.8,2597.9,2602.1,2617.5,0.0,0.0,,
A_straight,1,straight,0.6,0.0004,optical,44.27,False,7.65,,2566.7,2597.9,2602.1,2591.5,0.0,0.0,,
A_straight,1,straight,0.7,0.0001,optical,47.94,False,8.73,,2589.0,2597.9,2602.1,2578.7,0.0,0.0,,
A_straight,1,straight,0.8,0.0003,optical,47.92,False,9.79,,2614.7,2597.9,2602.1,2589.6,0.0,0.0,,
A_straight,1,straight,0.9,0.0,optical,47.6,False,10.86,,2620.4,2597.9,2602.1,2616.3,0.0,0.0,,
A_straight,1,straight,1.0,0.0004,optical,43.53,False,11.94,,2604.1,2597.9,2602.1,2635.7,0.0,0.0,,
A_straight,1,straight,1.1,0.0008,optical,40.78,False,13.02,,2578.1,2597.9,2602.1,2635.5,0.0,0.0,,
A_straight,1,straight,1.2,0.0007,optical,41.34,False,14.08,,2561.8,2597.9,2602.1,2613.1,0.0,0.0,,
A_straight,1,straight,1.3,0.0003,optical,45.19,False,15.15,,2570.1,2597.9,2602.1,2587.5,0.0,0.0,,
A_straight,1,straight,1.4,0.0002,optical,48.1,False,16.23,,2595.5,2597.9,2602.1,2578.8,0.0,0.0,,
A_straight,1,straight,1.5,0.0003,optical,47.99,False,17.29,,2617.8,2597.9,2602.1,2594.2,0.0,0.0,,
A_straight,1,straight,1.6,0.0,optical,47.11,False,18.37,,2619.0,2597.9,2602.1,2620.4,0.0,0.0,,
A_straight,1,straight,1.7,0.0006,optical,42.49,False,19.43,,2597.2,2597.9,2602.1,2638.0,0.0,0.0,,
A_straight,1,straight,1.8,0.0008,optical,40.56,False,20.5,,2570.6,2597.9,2602.1,2630.2,0.0,0.0,,
A_straight,1,straight,1.9,0.0006,optical,42.24,False,21.56,,2561.7,2597.9,2602.1,2604.3,0.0,0.0,,
A_straight,1,straight,2.0,0.0001,optical,46.8,False,22.63,,2578.0,2597.9,2602.1,2581.7,0.0,0.0,,
A_straight,1,straight,2.1,0.0003,optical,48.0,False,23.7,,2604.5,2597.9,2602.1,2581.6,0.0,0.0,,
