sub_exp,trial,trail_type,dist_m,lateral_dev_m,modality,snr_db,trail_lost_all_four,elapsed_s,led_pwm,s0,s1,s2,s3,gas_adc,ambient_pct,switchover_latency_s,continued_following_or_trail_any
A_straight,1,straight,0.0,0.0003,optical,47.99,False,0.02,,2617.8,2597.9,2602.1,2594.2,0.0,0.0,,
A_straight,1,straight,0.1,0.0002,optical,48.11,False,1.18,,2621.4,2597.9,2602.1,2607.6,0.0,0.0,,
A_straight,1,straight,0.2,0.0003,optical,48.01,False,2.53,,2618.1,2597.9,2602.1,2594.8,0.0,0.0,,
A_straight,1,straight,0.3,0.0001,optical,47.97,False,3.67,,2621.3,2597.9,2602.1,2611.4,0.0,0.0,,
A_straight,1,straight,0.4,0.0002,optical,45.96,False,5.39,,2573.5,2597.9,2602.1,2584.5,0.0,0.0,,
A_straight,1,straight,0.5,0.0006,optical,42.21,False,7.17,,2595.0,2597.9,2602.1,2638.4,0.0,0.0,,
A_straight,1,straight,0.6,0.0008,optical,40.56,False,8.25,,2570.5,2597.9,2602.1,2630.0,0.0,0.0,,
A_straight,1,straight,0.7,0.0007,optical,41.65,False,9.36,,2561.4,2597.9,2602.1,2609.6,0.0,0.0,,
A_straight,1,straight,0.8,0.0002,optical,45.39,False,11.08,,2613.1,2597.9,2602.1,2629.3,0.0,0.0,,
A_straight,1,straight,0.9,0.0,optical,47.19,False,12.41,,2619.3,2597.9,2602.1,2619.8,0.0,0.0,,
A_straight,1,straight,1.0,0.0006,optical,41.92,False,14.7,,2592.5,2597.9,2602.1,2638.6,0.0,0.0,,
A_straight,1,straight,1.1,0.0002,optical,48.1,False,16.54,,2596.8,2597.9,2602.1,2579.1,0.0,0.0,,
A_straight,1,straight,1.2,0.0003,optical,48.03,False,17.6,,2618.6,2597.9,2602.1,2595.8,0.0,0.0,,
A_straight,1,straight,1.3,0.0001,optical,46.84,False,19.2,,2578.3,2597.9,2602.1,2581.6,0.0,0.0,,
A_straight,1,straight,1.4,0.0002,optical,48.14,False,21.32,,2620.9,2597.9,2602.1,2603.1,0.0,0.0,,
A_straight,1,straight,1.5,0.0003,optical,47.93,False,22.67,,2615.3,2597.9,2602.1,2590.5,0.0,0.0,,
A_straight,1,straight,1.6,0.0,optical,47.57,False,23.74,,2620.3,2597.9,2602.1,2616.6,0.0,0.0,,
A_straight,1,straight,1.7,0.0003,optical,45.05,False,24.89,,2611.7,2597.9,2602.1,2630.7,0.0,0.0,,
A_straight,1,straight,1.8,0.0006,optical,42.32,False,26.03,,2595.9,2597.9,2602.1,2638.2,0.0,0.0,,
A_straight,1,straight,1.9,0.0003,optical,48.06,False,27.64,,2619.3,2597.9,2602.1,2597.4,0.0,0.0,,
A_straight,1,straight,2.0,0.0008,optical,40.92,False,29.69,,2580.7,2597.9,2602.1,2636.6,0.0,0.0,,
A_straight,1,straight,2.1,0.0003,optical,47.99,False,31.56,,2605.0,2597.9,2602.1,2581.8,0.0,0.0,,
A_straight,1,straight,2.2,0.0003,optical,48.09,False,32.85,,2599.3,2597.9,2602.1,2579.6,0.0,0.0,,
A_straight,1,straight,2.3,0.0001,optical,47.89,False,34.19,,2588.0,2597.9,2602.1,2578.8,0.0,0.0,,
A_straight,1,straight,2.4,0.0004,optical,44.04,False,35.63,,2566.0,2597.9,2602.1,2592.7,0.0,0.0,,
A_straight,1,straight,2.5,0.0006,optical,41.98,False,36.98,,2561.5,2597.9,2602.1,2606.5,0.0,0.0,,
A_straight,1,straight,2.6,0.0001,optical,46.42,False,38.04,,2575.9,2597.9,2602.1,2582.9,0.0,0.0,,
A_straight,1,straight,2.7,0.0001,optical,46.93,False,39.28,,2578.9,2597.9,2602.1,2581.3,0.0,0.0,,
A_straight,1,straight,2.8,0.0003,optical,44.52,False,40.63,,2567.6,2597.9,2602.1,2590.4,0.0,0.0,,
A_straight,1,straight,2.9,0.0002,optical,45.43,False,41.85,,2571.1,2597.9,2602.1,2586.5,0.0,0.0,,
A_straight,1,straight,3.0,0.0,optical,47.22,False,43.03,,2581.0,2597.9,2602.1,2580.5,0.0,0.0,,
B_curved,1,curved,0.0,0.0008,optical,40.66,False,0.02,,2565.4,2597.8,2602.2,2623.7,0.0,0.0,,
B_curved,1,curved,0.1,0.0007,optical,41.55,False,1.12,,2558.7,2596.9,2603.1,2604.5,0.0,0.0,,
B_curved,1,curved,0.2,0.0003,optical,45.53,False,2.2,,2571.8,2596.0,2604.0,2588.7,0.0,0.0,,
B_curved,1,curved,0.3,0.0001,optical,51.55,False,3.31,,2589.6,2595.0,2605.0,2591.4,0.0,0.0,,
B_curved,1,curved,0.4,0.0002,optical,50.7,False,4.39,,2604.6,2594.2,2605.8,2612.5,0.0,0.0,,
B_curved,1,curved,0.5,0.0003,optical,48.07,False,5.63,,2602.1,2593.3,2606.7,2618.1,0.0,0.0,,
B_curved,1,curved,0.6,0.0005,optical,43.62,False,6.81,,2600.2,2592.6,2607.4,2632.2,0.0,0.0,,
B_curved,1,curved,0.7,0.0004,optical,45.54,False,8.33,,2577.7,2591.9,2608.1,2604.1,0.0,0.0,,
B_curved,1,curved,0.8,0.0005,optical,44.31,False,9.4,,2593.8,2591.3,2608.7,2625.7,0.0,0.0,,
B_curved,1,curved,0.9,0.001,optical,38.69,False,10.48,,2588.0,2590.8,2609.2,2653.7,0.0,0.0,,
B_curved,1,curved,1.0,0.0007,optical,42.0,False,11.88,,2591.4,2590.4,2609.6,2634.6,0.0,0.0,,
B_curved,1,curved,1.1,0.0006,optical,43.39,False,13.31,,2576.6,2590.1,2609.9,2614.3,0.0,0.0,,
B_curved,1,curved,1.2,0.0007,optical,42.12,False,14.42,,2588.5,2589.9,2610.1,2631.9,0.0,0.0,,
B_curved,1,curved,1.3,0.0006,optical,43.16,False,15.75,,2583.4,2589.9,2610.1,2622.6,0.0,0.0,,
B_curved,1,curved,1.4,0.0007,optical,41.4,False,16.91,,2589.4,2589.9,2610.1,2636.4,0.0,0.0,,
B_curved,1,curved,1.5,0.001,optical,38.43,False,18.03,,2586.4,2590.1,2609.9,2654.5,0.0,0.0,,
B_curved,1,curved,1.6,0.0015,optical,35.47,False,19.11,,2565.2,2590.3,2609.7,2668.4,0.0,0.0,,
B_curved,1,curved,1.7,0.0008,optical,40.68,False,20.62,,2592.4,2590.7,2609.3,2642.7,0.0,0.0,,
B_curved,1,curved,1.8,0.0005,optical,44.35,False,21.98,,2593.0,2591.2,2608.8,2625.0,0.0,0.0,,
B_curved,1,curved,1.9,0.0004,optical,46.11,False,23.26,,2593.8,2591.8,2608.2,2619.2,0.0,0.0,,
B_curved,1,curved,2.0,0.0005,optical,43.48,False,24.4,,2599.7,2592.5,2607.5,2632.6,0.0,0.0,,
B_curved,1,curved,2.1,0.0009,optical,38.93,False,25.47,,2588.2,2593.2,2606.8,2653.0,0.0,0.0,,
B_curved,1,curved,2.2,0.0003,optical,46.62,False,26.94,,2606.0,2594.0,2606.0,2623.6,0.0,0.0,,
B_curved,1,curved,2.3,0.0004,optical,44.66,False,28.6,,2569.2,2594.9,2605.1,2592.3,0.0,0.0,,
B_curved,1,curved,2.4,0.0008,optical,40.15,False,30.43,,2589.3,2595.8,2604.2,2646.2,0.0,0.0,,
