sub_exp,trial,trail_type,dist_m,lateral_dev_m,modality,snr_db,trail_lost_all_four,elapsed_s,led_pwm,s0,s1,s2,s3,gas_adc,ambient_pct,switchover_latency_s,continued_following_or_trail_any
A_straight,1,straight,0.0,0.0004,optical,43.88,False,0.02,,2565.5,2597.9,2602.1,2593.6,0.0,0.0,,
A_straight,1,straight,0.1,0.0002,optical,48.09,False,1.05,,2594.0,2597.9,2602.1,2578.7,0.0,0.0,,
A_straight,1,straight,0.2,0.0003,optical,48.03,False,2.1,,2618.6,2597.9,2602.1,2595.9,0.0,0.0,,
A_straight,1,straight,0.3,0.0002,optical,46.15,False,3.14,,2615.9,2597.9,2602.1,2625.9,0.0,0.0,,
A_straight,1,straight,0.4,0.0007,optical,41.75,False,4.21,,2590.9,2597.9,2602.1,2638.6,0.0,0.0,,
A_straight,1,straight,0.5,0.0008,optical,40.63,False,5.27,,2566.5,2597.9,2602.1,2625.2,0.0,0.0,,
A_straight,1,straight,0.6,0.0005,optical,43.18,False,6.33,,2563.5,2597.9,2602.1,2597.6,0.0,0.0,,
A_straight,1,straight,0.7,0.0001,optical,47.63,False,7.4,,2584.6,2597.9,2602.1,2579.4,0.0,0.0,,
A_straight,1,straight,0.8,0.0003,optical,47.9,False,8.46,,2612.0,2597.9,2602.1,2586.7,0.0,0.0,,
A_straight,1,straight,0.9,0.0001,optical,47.86,False,9.52,,2621.1,2597.9,2602.1,2613.2,0.0,0.0,,
A_straight,1,straight,1.0,0.0004,optical,43.55,False,10.58,,2604.3,2597.9,2602.1,2635.7,0.0,0.0,,
A_straight,1,straight,1.1,0.0008,optical,40.7,False,11.64,,2576.3,2597.9,2602.1,2634.5,0.0,0.0,,
A_straight,1,straight,1.2,0.0007,optical,41.54,False,12.71,,2561.5,2597.9,2602.1,2610.8,0.0,0.0,,
A_straight,1,straight,1.3,0.0002,optical,45.81,False,13.77,,2572.8,2597.9,2602.1,2585.0,0.0,0.0,,
A_straight,1,straight,1.4,0.0003,optical,48.07,False,14.83,,2600.5,2597.9,2602.1,2580.0,0.0,0.0,,
A_straight,1,straight,1.5,0.0003,optical,48.11,False,15.89,,2620.2,2597.9,2602.1,2600.0,0.0,0.0,,
A_straight,1,straight,1.6,0.0002,optical,45.79,False,16.95,,2614.6,2597.9,2602.1,2627.6,0.0,0.0,,
A_straight,1,straight,1.7,0.0007,optical,41.49,False,18.01,,2588.2,2597.9,2602.1,2638.4,0.0,0.0,,
A_straight,1,straight,1.8,0.0008,optical,40.74,False,19.07,,2564.7,2597.9,2602.1,2622.3,0.0,0.0,,
A_straight,1,straight,1.9,0.0004,optical,43.7,False,20.13,,2564.9,2597.9,2602.1,2594.5,0.0,0.0,,
A_straight,1,straight,2.0,0.0001,optical,47.92,False,21.19,,2588.5,2597.9,2602.1,2578.7,0.0,0.0,,
A_straight,1,straight,2.1,0.0003,optical,47.92,False,22.25,,2614.8,2597.9,2602.1,2589.7,0.0,0.0,,
A_straight,1,straight,2.2,0.0,optical,47.45,False,23.31,,2620.0,2597.9,2602.1,2617.7,0.0,0.0,,
A_straight,1,straight,2.3,0.0005,optical,42.78,False,24.37,,2599.4,2597.9,2602.1,2637.5,0.0,0.0,,
A_straight,1,straight,2.4,0.0008,optical,40.57,False,25.43,,2571.9,2597.9,2602.1,2631.4,0.0,0.0,,
