sub_exp,trial,trail_type,dist_m,lateral_dev_m,modality,snr_db,trail_lost_all_four,elapsed_s,led_pwm,s0,s1,s2,s3,gas_adc,ambient_pct,switchover_latency_s,continued_following_or_trail_any
A_straight,1,straight,0.0,0.0002,optical,46.21,False,0.02,,2615.1,2599.8,2600.2,2626.2,0.0,0.0,,
A_straight,1,straight,0.1,0.0006,optical,43.3,False,1.05,,2583.3,2599.8,2600.2,2626.3,0.0,0.0,,
A_straight,1,straight,0.2,0.0004,optical,44.5,False,2.1,,2569.2,2599.8,2600.2,2600.1,0.0,0.0,,
A_straight,1,straight,0.3,0.0001,optical,46.35,False,3.15,,2584.8,2599.8,2600.2,2574.5,0.0,0.0,,
A_straight,1,straight,0.4,0.0005,optical,44.01,False,4.2,,2614.5,2599.8,2600.2,2575.1,0.0,0.0,,
A_straight,1,straight,0.5,0.0004,optical,45.17,False,5.25,,2629.1,2599.8,2600.2,2601.2,0.0,0.0,,
A_straight,1,straight,0.6,0.0002,optical,46.09,False,6.3,,2614.0,2599.8,2600.2,2626.9,0.0,0.0,,
A_straight,1,straight,0.7,0.0006,optical,43.36,False,7.35,,2584.6,2599.8,2600.2,2627.1,0.0,0.0,,
A_straight,1,straight,0.8,0.0005,optical,44.25,False,8.4,,2569.2,2599.8,2600.2,2602.7,0.0,0.0,,
A_straight,1,straight,0.9,0.0001,optical,46.47,False,9.45,,2582.2,2599.8,2600.2,2576.1,0.0,0.0,,
A_straight,1,straight,1.0,0.0005,optical,44.21,False,10.51,,2610.4,2599.8,2600.2,2573.1,0.0,0.0,,
A_straight,1,straight,1.1,0.0004,optical,44.68,False,11.57,,2628.7,2599.8,2600.2,2595.6,0.0,0.0,,
A_straight,1,straight,1.2,0.0,optical,46.54,False,12.63,,2619.9,2599.8,2600.2,2622.5,0.0,0.0,,
A_straight,1,straight,1.3,0.0005,optical,43.74,False,13.68,,2590.8,2599.8,2600.2,2629.7,0.0,0.0,,
