sub_exp,trial,trail_type,dist_m,lateral_dev_m,modality,snr_db,trail_lost_all_four,elapsed_s,led_pwm,s0,s1,s2,s3,gas_adc,ambient_pct,switchover_latency_s,continued_following_or_trail_any
A_straight,1,straight,0.0,0.0008,optical,40.89,False,0.02,,2563.4,2597.9,2602.1,2619.3,0.0,0.0,,
A_straight,1,straight,0.1,0.0003,optical,44.69,False,1.07,,2568.2,2597.9,2602.1,2589.6,0.0,0.0,,
A_straight,1,straight,0.2,0.0002,optical,48.07,False,2.14,,2592.9,2597.9,2602.1,2578.6,0.0,0.0,,
A_straight,1,straight,0.3,0.0003,optical,47.94,False,3.21,,2615.8,2597.9,2602.1,2591.1,0.0,0.0,,
A_straight,1,straight,0.4,0.0,optical,47.59,False,4.29,,2620.4,2597.9,2602.1,2616.5,0.0,0.0,,
A_straight,1,straight,0.5,0.0005,optical,43.15,False,5.36,,2601.8,2597.9,2602.1,2636.7,0.0,0.0,,
A_straight,1,straight,0.6,0.0008,optical,40.66,False,6.43,,2575.3,2597.9,2602.1,2633.8,0.0,0.0,,
A_straight,1,straight,0.7,0.0007,optical,41.47,False,7.51,,2561.6,2597.9,2602.1,2611.6,0.0,0.0,,
A_straight,1,straight,0.8,0.0002,optical,45.3,False,8.58,,2570.6,2597.9,2602.1,2587.0,0.0,0.0,,
A_straight,1,straight,0.9,0.0002,optical,48.1,False,9.66,,2596.1,2597.9,2602.1,2578.9,0.0,0.0,,
A_straight,1,straight,1.0,0.0003,optical,47.99,False,10.73,,2617.6,2597.9,2602.1,2593.9,0.0,0.0,,
A_straight,1,straight,1.1,0.0001,optical,47.01,False,11.8,,2618.7,2597.9,2602.1,2621.0,0.0,0.0,,
A_straight,1,straight,1.2,0.0006,optical,42.42,False,12.87,,2596.7,2597.9,2602.1,2638.1,0.0,0.0,,
A_straight,1,straight,1.3,0.0008,optical,40.58,False,13.95,,2572.5,2597.9,2602.1,2631.8,0.0,0.0,,
A_straight,1,straight,1.4,0.0007,optical,41.86,False,15.02,,2561.4,2597.9,2602.1,2607.6,0.0,0.0,,
A_straight,1,straight,1.5,0.0002,optical,46.11,False,16.09,,2574.3,2597.9,2602.1,2584.0,0.0,0.0,,
A_straight,1,straight,1.6,0.0003,optical,48.07,False,17.17,,2600.5,2597.9,2602.1,2580.0,0.0,0.0,,
A_straight,1,straight,1.7,0.0003,optical,48.08,False,18.24,,2619.6,2597.9,2602.1,2598.4,0.0,0.0,,
A_straight,1,straight,1.8,0.0001,optical,46.52,False,19.32,,2617.2,2597.9,2602.1,2624.0,0.0,0.0,,
A_straight,1,straight,1.9,0.0006,optical,42.14,False,20.39,,2594.4,2597.9,2602.1,2638.4,0.0,0.0,,
A_straight,1,straight,2.0,0.0008,optical,40.56,False,21.46,,2569.3,2597.9,2602.1,2628.8,0.0,0.0,,
A_straight,1,straight,2.1,0.0006,optical,42.39,False,22.53,,2561.9,2597.9,2602.1,2603.1,0.0,0.0,,
A_straight,1,straight,2.2,0.0001,optical,46.87,False,23.6,,2578.5,2597.9,2602.1,2581.5,0.0,0.0,,
