sub_exp,trial,trail_type,dist_m,lateral_dev_m,modality,snr_db,trail_lost_all_four,elapsed_s,led_pwm,s0,s1,s2,s3,gas_adc,ambient_pct,switchover_latency_s,continued_following_or_trail_any
A_straight,1,straight,0.0,0.0008,optical,40.57,False,0.03,,2571.5,2597.9,2602.1,2631.0,0.0,0.0,,
A_straight,1,straight,0.1,0.0,optical,47.07,False,1.65,,2618.9,2597.9,2602.1,2620.6,0.0,0.0,,
A_straight,1,straight,0.2,0.0004,optical,43.56,False,2.77,,2604.3,2597.9,2602.1,2635.7,0.0,0.0,,
A_straight,1,straight,0.3,0.0008,optical,40.79,False,3.85,,2578.2,2597.9,2602.1,2635.5,0.0,0.0,,
A_straight,1,straight,0.4,0.0007,optical,41.18,False,4.92,,2562.1,2597.9,2602.1,2615.1,0.0,0.0,,
A_straight,1,straight,0.5,0.0003,optical,44.67,False,6.0,,2568.1,2597.9,2602.1,2589.7,0.0,0.0,,
A_straight,1,straight,0.6,0.0002,optical,48.06,False,7.07,,2592.2,2597.9,2602.1,2578.6,0.0,0.0,,
A_straight,1,straight,0.7,0.0003,optical,47.92,False,8.15,,2615.2,2597.9,2602.1,2590.3,0.0,0.0,,
A_straight,1,straight,0.8,0.0001,optical,47.69,False,9.23,,2620.6,2597.9,2602.1,2615.4,0.0,0.0,,
A_straight,1,straight,0.9,0.0005,optical,43.41,False,10.3,,2603.4,2597.9,2602.1,2636.1,0.0,0.0,,
A_straight,1,straight,1.0,0.0008,optical,40.7,False,11.37,,2576.4,2597.9,2602.1,2634.5,0.0,0.0,,
A_straight,1,straight,1.1,0.0007,optical,41.39,False,12.44,,2561.7,2597.9,2602.1,2612.4,0.0,0.0,,
A_straight,1,straight,1.2,0.0002,optical,45.28,False,13.52,,2570.5,2597.9,2602.1,2587.1,0.0,0.0,,
A_straight,1,straight,1.3,0.0002,optical,48.1,False,14.59,,2596.1,2597.9,2602.1,2578.9,0.0,0.0,,
A_straight,1,straight,1.4,0.0003,optical,48.0,False,15.66,,2618.0,2597.9,2602.1,2594.6,0.0,0.0,,
A_straight,1,straight,1.5,0.0,optical,47.32,False,16.75,,2619.6,2597.9,2602.1,2618.8,0.0,0.0,,
A_straight,1,straight,1.6,0.0005,optical,42.82,False,17.81,,2599.6,2597.9,2602.1,2637.4,0.0,0.0,,
A_straight,1,straight,1.7,0.0008,optical,40.61,False,18.89,,2573.7,2597.9,2602.1,2632.8,0.0,0.0,,
A_straight,1,straight,1.8,0.0007,optical,41.58,False,19.97,,2561.5,2597.9,2602.1,2610.3,0.0,0.0,,
A_straight,1,straight,1.9,0.0003,optical,45.1,False,21.06,,2569.8,2597.9,2602.1,2587.8,0.0,0.0,,
A_straight,1,straight,2.0,0.0001,optical,47.96,False,22.17,,2589.5,2597.9,2602.1,2578.6,0.0,0.0,,
A_straight,1,straight,2.1,0.0003,optical,47.9,False,23.25,,2613.1,2597.9,2602.1,2587.8,0.0,0.0,,
A_straight,1,straight,2.2,0.0001,optical,47.86,False,24.32,,2621.0,2597.9,2602.1,2613.3,0.0,0.0,,
A_straight,1,straight,2.3,0.0004,optical,43.8,False,25.4,,2605.7,2597.9,2602.1,2635.0,0.0,0.0,,
A_straight,1,straight,2.4,0.0008,optical,40.86,False,26.48,,2579.7,2597.9,2602.1,2636.2,0.0,0.0,,
A_straight,1,straight,2.5,0.0008,optical,41.11,False,27.55,,2562.4,2597.9,2602.1,2616.0,0.0,0.0,,
A_straight,1,straight,2.6,0.0004,optical,44.03,False,28.64,,2565.9,2597.9,2602.1,2592.8,0.0,0.0,,
A_straight,1,straight,2.7,0.0001,optical,47.92,False,29.72,,2588.7,2597.9,2602.1,2578.7,0.0,0.0,,
